id,region_id,identifier,name,subtitle
665,6.0,lumiose-gate,Lumiose Gate,
666,6.0,shalour-gate,Shalour Gate,
667,6.0,coumarine-gate,Coumarine Gate,
668,6.0,laverre-gate,Laverre Gate,
669,6.0,anistar-gate,Anistar Gate,
670,6.0,snowbelle-gate,Snowbelle Gate,
671,6.0,glittering-cave,Glittering Cave,
672,6.0,connecting-cave,Connecting Cave,
673,6.0,zubat-roost,Zubat Roost,
674,6.0,kalos-power-plant,Kalos Power Plant,
675,6.0,team-flare-secret-hq,Team Flare Secret HQ,
676,6.0,terminus-cave,Terminus Cave,
677,6.0,lost-hotel,Lost Hotel,
678,6.0,chamber-of-emptiness,Chamber of Emptiness,
679,6.0,sea-spirits-den,Sea Spirit’s Den,
680,6.0,friend-safari,Friend Safari,
681,6.0,blazing-chamber,Blazing Chamber,
682,6.0,flood-chamber,Flood Chamber,
683,6.0,ironworks-chamber,Ironworks Chamber,
684,6.0,dragonmark-chamber,Dragonmark Chamber,
685,6.0,radiant-chamber,Radiant Chamber,
686,6.0,pokemon-league-gate,Pokémon League Gate,
687,6.0,lumiose-station,Lumiose Station,
688,6.0,kiloude-station,Kiloude Station,
689,6.0,ambrette-aquarium,Ambrette Aquarium,
690,6.0,unknown-dungeon,Unknown Dungeon,
691,3.0,hoenn-pokemon-league,Pokémon League,
692,3.0,team-aqua-hideout,Team Aqua Hideout,
693,3.0,sea-mauville,Sea Mauville,
694,3.0,team-magma-hideout,Team Magma Hideout,
695,3.0,battle-resort,Battle Resort,
696,3.0,ss-tidal,S.S. Tidal,
697,3.0,mirage-forest,Mirage Forest,
698,3.0,mirage-cave,Mirage Cave,
699,3.0,mirage-mountain,Mirage Mountain,
700,3.0,trackless-forest,Trackless Forest,
701,3.0,pathless-plain,Pathless Plain,
702,3.0,nameless-cavern,Nameless Cavern,
703,3.0,fabled-cave,Fabled Cave,
704,3.0,gnarled-den,Gnarled Den,
705,3.0,crescent-isle,Crescent Isle,
706,3.0,secret-islet,Secret Islet,
707,3.0,soaring-in-the-sky,Soaring in the sky,
708,3.0,secret-shore,Secret Shore,
709,3.0,secret-meadow,Secret Meadow,
710,7.0,alola-route-1--hauoli-outskirts,Route 1,Hau’oli Outskirts
711,7.0,alola-route-1,Route 1,
712,7.0,alola-route-3,Route 3,
713,7.0,alola-route-2,Route 2,
714,7.0,kalae-bay,Kala’e Bay,
715,7.0,melemele-sea,Melemele Sea,
716,7.0,hauoli-city--beachfront,Hau’oli City,Beachfront
717,7.0,hauoli-city--shopping-district,Hau’oli City,Shopping District
718,7.0,hauoli-city--marina,Hau’oli City,Marina
719,7.0,iki-town,Iki Town,
720,7.0,mahalo-trail,Mahalo Trail,
721,7.0,mahalo-trail--plank-bridge,Mahalo Trail,Plank Bridge
722,7.0,ruins-of-conflict,Ruins of Conflict,
723,7.0,ten-carat-hill,Ten Carat Hill,
724,7.0,ten-carat-hill--farthest-hollow,Ten Carat Hill,Farthest Hollow
725,7.0,hauoli-cemetery,Hau’oli Cemetery,
726,7.0,melemele-meadow,Melemele Meadow,
727,7.0,seaward-cave,Seaward Cave,
728,7.0,berry-fields,Berry Fields,
729,7.0,verdant-cavern--trial-site,Verdant Cavern,Trial Site
730,7.0,verdant-cavern--totems-den,Verdant Cavern,Totem’s Den
731,7.0,alola-route-4,Route 4,
732,7.0,alola-route-5,Route 5,
733,7.0,alola-route-6,Route 6,
734,7.0,alola-route-7,Route 7,
735,7.0,alola-route-8,Route 8,
736,7.0,alola-route-9,Route 9,
737,7.0,hano-grand-resort,Hano Grand Resort,
738,7.0,hano-beach,Hano Beach,
739,7.0,akala-meadow,Akala Meadow,
740,7.0,paniola-town,Paniola Town,
741,7.0,heahea-city,Heahea City,
742,7.0,konikoni-city,Konikoni City,
743,7.0,royal-avenue,Royal Avenue,
744,7.0,memorial-hill,Memorial Hill,
745,7.0,paniola-ranch,Paniola Ranch,
746,7.0,wela-volcano-park,Wela Volcano Park,
747,7.0,wela-volcano-park--totems-den,Wela Volcano Park,Totem’s Den
748,7.0,brooklet-hill,Brooklet Hill,
749,7.0,brooklet-hill--totems-den,Brooklet Hill,Totem’s Den
750,7.0,lush-jungle,Lush Jungle,
751,7.0,ruins-of-life,Ruins of Life,
752,7.0,akala-outskirts,Akala Outskirts,
753,7.0,digletts-tunnel,Diglett’s Tunnel,
754,7.0,battle-royal-dome,Battle Royal Dome,
755,7.0,alola-route-10,Route 10,
756,7.0,alola-route-11,Route 11,
757,7.0,secluded-shore,Secluded Shore,
758,7.0,alola-route-13,Route 13,
759,7.0,tapu-village,Tapu Village,
760,7.0,alola-route-15,Route 15,
761,7.0,alola-route-16,Route 16,
762,7.0,alola-route-17,Route 17,
763,7.0,alola-route-12,Route 12,
764,7.0,haina-desert,Haina Desert,
765,7.0,alola-route-14,Route 14,
766,7.0,ulaula-meadow,Ula’ula Meadow,
767,7.0,po-town,Po Town,
768,7.0,malie-city,Malie City,
769,7.0,malie-garden,Malie Garden,
770,7.0,mount-hokulani,Mount Hokulani,
771,7.0,blush-mountain,Blush Mountain,
772,7.0,ruins-of-abundance,Ruins of Abundance,
773,7.0,lake-of-the-sunne,Lake of the Sunne,
774,7.0,lake-of-the-moone,Lake of the Moone,
775,7.0,mount-lanakila,Mount Lanakila,
776,7.0,shady-house,Shady House,
777,7.0,thrifty-megamart--abandoned-site,Thrifty Megamart,Abandoned Site
778,7.0,hokulani-observatory,Hokulani Observatory,
779,7.0,alola-pokemon-league,Pokémon League,
780,7.0,poni-meadow,Poni Meadow,
781,7.0,poni-wilds,Poni Wilds,
782,7.0,ancient-poni-path,Ancient Poni Path,
783,7.0,poni-breaker-coast,Poni Breaker Coast,
784,7.0,poni-grove,Poni Grove,
785,7.0,poni-plains,Poni Plains,
786,7.0,poni-coast,Poni Coast,
787,7.0,poni-gauntlet,Poni Gauntlet,
788,7.0,seafolk-village,Seafolk Village,
789,7.0,vast-poni-canyon,Vast Poni Canyon,
790,7.0,altar-of-the-sunne,Altar of the Sunne,
791,7.0,altar-of-the-moone,Altar of the Moone,
792,7.0,ruins-of-hope,Ruins of Hope,
793,7.0,resolution-cave,Resolution Cave,
794,7.0,exeggutor-island,Exeggutor Island,
795,7.0,battle-tree,Battle Tree,
796,7.0,aether-paradise,Aether Paradise,
797,7.0,ultra-space,Ultra Space,
798,7.0,malie-city--outer-cape,Malie City,Outer Cape
